iteration,node,k_without_i,candidate_k,vram_without_i_fraction,candidate_vram_fraction,center_compute_cost,queue_cost,memory_barrier_increment,center_cost_increment,llm_center_cost_raw,verified_center_cost_increment,llm_numeric_within_tolerance,state_hash,state_reused_in_experiment,persistent_cache_hit,compute_impact,vram_impact,semantic_warning,model,latency_ms,resolved_model,prompt_tokens,completion_tokens,total_tokens,attempts,parse_ok
122,37,66,67,0.88125,0.8937499999999999,1.0555555555555556,0.21397051730047978,0.23181063673949787,1.5013367095955332,1.5013367095955332,1.5013367095955332,1,2d71e5d84c2d1fed41fc51e4bb19b1c9075e6e86c56ea026b9d74b2beecef27e,0,1,0.015151515151515152,0.014204545454545456,High congestion; offloading may increase latency.,deepseek-chat,1967.223500018008,deepseek-v4-flash,355,69,424,1,True
123,37,66,67,0.88125,0.8937499999999999,1.0555555555555556,0.21397051730047978,0.23181063673949787,1.5013367095955332,1.5013367095955332,1.5013367095955332,1,2d71e5d84c2d1fed41fc51e4bb19b1c9075e6e86c56ea026b9d74b2beecef27e,1,1,0.015151515151515152,0.014204545454545456,High congestion; offloading may increase latency.,deepseek-chat,1967.223500018008,deepseek-v4-flash,355,69,424,1,True
124,11,67,68,0.8937499999999999,0.9162499999999999,2.5,0.21398416667211842,0.5068247211865444,3.220808887858663,3.220808887858663,3.220808887858663,1,cd17fbb6afcbcd5be533fdfcd59986ffe28a4a98feb242e43d8ebb4fb8063118,0,1,0.0,0.0,High congestion may cause delay,deepseek-chat,1012.7189999911934,deepseek-v4-flash,342,55,397,1,True
125,55,66,67,0.8775000000000001,0.89375,2.083333333333333,0.21397051730047978,0.29535677616975864,2.5926606268035712,2.592660626803571,2.5926606268035712,1,9561d84cd3636c4a70c2de931c593354d1abd232f4aa40da7dd745879d9b815a,0,1,0.0,0.0,High congestion may cause delays.,deepseek-chat,1405.771374993492,deepseek-v4-flash,346,55,401,1,True
126,62,66,67,0.88125,0.8937499999999999,1.7777777777777777,0.21397051730047978,0.23181063673949787,2.223558931817755,2.223558931817755,2.223558931817755,1,c802650059f2892db0498b24d047bf6ede5f53e464763f76c4d8d1db330631db,0,1,0.015151515151515152,0.014204545454545456,High congestion; offloading may increase latency.,deepseek-chat,1596.8886250047944,deepseek-v4-flash,355,68,423,1,True
127,16,66,67,0.88125,0.8937499999999999,0.5555555555555556,0.21397051730047978,0.23181063673949787,1.0013367095955332,1.0013367095955332,1.0013367095955332,1,78ea0da88b8291178d5be787362c396049d2dfc5b46957c80f76a8a6b13f976b,0,1,0.5555555555555556,0.23181063673949787,High congestion: offloading may increase latency.,deepseek-chat,1140.5061249970458,deepseek-v4-flash,347,69,416,1,True
128,66,66,67,0.88125,0.8937499999999999,0.7222222222222222,0.21397051730047978,0.23181063673949787,1.1680033762621997,1.1680033762622,1.1680033762621997,1,aa80873cf01ceeff7dd45614e238f36e82f8ff4983697944778ace598ce22c41,0,1,0.7222222222222222,0.23181063673949787,High congestion; offloading may increase latency.,deepseek-chat,1403.683041979093,deepseek-v4-flash,355,69,424,1,True
129,84,67,68,0.8937499999999999,0.9062499999999999,1.1111111111111112,0.21398416667211842,0.2660161798264917,1.5911114576097214,1.5911114576097214,1.5911114576097214,1,3d34c3f8202f4ff867bc2345317007de562579948cae9236760a7630d1c5e7d1,0,1,0.014925373134328358,0.013986013986013986,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1394.479374983348,deepseek-v4-flash,350,73,423,1,True
130,35,67,68,0.8937499999999999,0.9062499999999999,1.1111111111111112,0.21398416667211842,0.2660161798264917,1.5911114576097214,1.5911114576097214,1.5911114576097214,1,79d30333656bf751f644c2503998dcc68f61fc88a934c67a626fa72e86cf98c3,0,1,0.0,0.0,TXT_2_IMG task with 30 steps and 61 chars prompt may cause high latency; consider reducing steps or using LoRA.,deepseek-chat,1398.386707995087,deepseek-v4-flash,350,79,429,1,True
131,46,67,68,0.89375,0.90625,1.0555555555555556,0.21398416667211842,0.2660161798264917,1.5355559020541658,1.5355559020541656,1.5355559020541658,1,f8f220f3c687740d0eb6a991d81066361a57e1ba98e63cae20868469d8c225f5,0,1,0.014925373134328358,0.013986013986013986,"High congestion, consider offloading",deepseek-chat,1409.8017499782145,deepseek-v4-flash,355,67,422,1,True
132,28,67,68,0.8937499999999999,0.9062499999999999,1.3888888888888888,0.21398416667211842,0.2660161798264917,1.868889235387499,1.868889235387499,1.868889235387499,1,ac7ae4c5823ee814273402c17ef598bd6f9f13dffd339ec50ff97cdc701797d7,0,1,0.0,0.0,High congestion may cause delay,deepseek-chat,1378.864041005727,deepseek-v4-flash,350,55,405,1,True
133,76,67,68,0.8875000000000001,0.9062500000000001,2.4,0.21398416667211842,0.38590812020792575,2.999892286880044,3.0,2.999892286880044,0,85488cad77dbf23dad23df6fd92750efaf51a68a1fe86912825b5253bbfa0b56,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1729.2392079834826,deepseek-v4-flash,345,58,403,1,True
134,13,66,67,0.875,0.8875,0.9333333333333333,0.21397051730047978,0.21639439801606697,1.36369824864988,1.36369824864988,1.36369824864988,1,83ed9a97730479e897e8d5bbe4c972eab52601b58d44c0bb5980c5871deb6a63,0,1,0.9333333333333333,0.21639439801606697,High congestion and VRAM load; consider offloading to reduce latency.,deepseek-chat,1609.6859160461463,deepseek-v4-flash,350,73,423,1,True
135,8,66,67,0.875,0.8875,1.2222222222222223,0.21397051730047978,0.21639439801606697,1.652587137538769,1.652587137538769,1.652587137538769,1,03f83eca6998614425c78de6f7d0cb39043da49d95e0d0571620f4a5b8b5f7da,0,1,0.015151515151515152,0.014285714285714285,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1385.6776669854298,deepseek-v4-flash,346,72,418,1,True
136,27,66,67,0.8724999999999999,0.8875,3.25,0.21397051730047978,0.2562126472883701,3.7201831645888497,3.72018316458885,3.7201831645888497,1,117b0c725f542c9f3c23b5d41dbd2c65ee34c8601b41baaed4f432cb4f254368,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1301.2488749809563,deepseek-v4-flash,342,62,404,1,True
137,86,66,67,0.875,0.8875,0.9444444444444444,0.21397051730047978,0.21639439801606697,1.3748093597609912,1.3748093597609912,1.3748093597609912,1,10ebc55a7dd3c72e53b6cbd84c4042743aa78509851d536854c98e6f28424851,0,1,0.9444444444444444,0.21639439801606697,High congestion and VRAM load; consider offloading to reduce latency.,deepseek-chat,1883.1807500100695,deepseek-v4-flash,349,74,423,1,True
138,64,67,68,0.8875000000000001,0.9,1.2222222222222223,0.21398416667211842,0.24832514981086384,1.6845315387052047,1.6845315387052047,1.6845315387052047,1,3c24ff715656679b9ac9202ea501624db24f6c5132d617a2834dd82a96944958,0,1,0.014925373134328358,0.014084507042253521,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1719.5443750242703,deepseek-v4-flash,349,73,422,1,True
139,58,67,68,0.88375,0.9,1.9166666666666665,0.21398416667211842,0.3163984048429638,2.447049238181749,2.447049238181749,2.447049238181749,1,1b4ff8c1f427a730e2ef0ed54bf7965a920079b1686895b5eda20603d84311d8,0,1,0.0,0.0,,deepseek-chat,1235.0435000262223,deepseek-v4-flash,350,49,399,1,True
140,69,68,69,0.9,0.9187500000000001,2.6536983409178445,0.21399781778527954,0.4428519991388429,3.310548157841967,3.310548157841967,3.310548157841967,1,aa372d9c2ebb2aa3586aea6f8b61b84ec41e7f66a2b121054d7d5b9d827cb813,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1097.2984170075506,deepseek-v4-flash,345,62,407,1,True
141,47,67,68,0.8875000000000001,0.9,0.6111111111111112,0.21398416667211842,0.24832514981086384,1.0734204275940935,1.0734204275940935,1.0734204275940935,1,b6e9967a479138ff59f44067e73173f95135083504e11b02b574be26a257a954,0,1,0.6111111111111112,0.24832514981086384,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1678.0091669643298,deepseek-v4-flash,346,73,419,1,True
142,75,67,68,0.8875000000000001,0.9,0.8333333333333334,0.21398416667211842,0.24832514981086384,1.2956426498163156,1.2956426498163156,1.2956426498163156,1,21e18061cb41d750e9cf7f9abdd7bec026710e4f0c4941f137eec7a48fde4953,0,1,0.8333333333333334,0.24832514981086384,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1355.0762500381097,deepseek-v4-flash,346,73,419,1,True
143,95,67,68,0.8875000000000001,0.9,0.8888888888888888,0.21398416667211842,0.24832514981086384,1.3511982053718712,1.351198205371871,1.3511982053718712,1,445c1c9928636b2ed23b002a5540145f1eab717d48c5b341e2c1c9845264b2e3,0,1,0.8888888888888888,0.24832514981086384,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1281.6831669770181,deepseek-v4-flash,349,72,421,1,True
144,6,67,68,0.88625,0.9,1.987031674251178,0.21398416667211842,0.2713292530859017,2.472345094009198,2.472345094009198,2.472345094009198,1,7cb09211a2de8100405549d3d04120fc81fd66d4a7ba04747a5111cc7eaa0082,0,1,0.05,0.01375,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1187.013166025281,deepseek-v4-flash,348,63,411,1,True
145,61,67,68,0.88375,0.9,2.1666666666666665,0.21398416667211842,0.3163984048429638,2.697049238181749,2.697049238181749,2.697049238181749,1,b422b3181940c06a16dad4ff9e7ca2215b9518cff1c85f5362704ccaf6d3ba50,0,1,0.0,0.0,High congestion may cause delay,deepseek-chat,1187.3792909900658,deepseek-v4-flash,345,55,400,1,True
146,25,68,69,0.9,0.91625,6.503698340917845,0.21399781778527954,0.3783915117571124,7.096087670460237,7.096087670460237,7.096087670460237,1,79cfaa317d71e402dd0f9c5fe8b662e49dc52302cbfb7caa658eb4b76027c6e3,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1186.114375013858,deepseek-v4-flash,349,62,411,1,True
147,89,69,70,0.91625,0.93875,2.083333333333333,0.21401147064029644,0.6493102170624585,2.946655021036088,2.946655021036088,2.946655021036088,1,84ed238f214f59d11790ac760a826b27b1b8d2134e8c8840e03e541915cc09a0,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1048.9184589823708,deepseek-v4-flash,346,62,408,1,True
148,20,68,69,0.90125,0.91625,2.3333333333333335,0.21399781778527954,0.35162711431218185,2.898958265430795,2.898958265430795,2.898958265430795,1,03e1993d4d20645934efa00e3b460f3ccee4af38f0dabd4b990c63e133114106,0,1,0.0,0.0,TXT_2_IMG task with 40 steps and 21 chars prompt may cause high latency; consider reducing steps or using LoRA.,deepseek-chat,1503.9004160207696,deepseek-v4-flash,350,78,428,1,True
149,93,69,70,0.91625,0.935,5.053698340917845,0.21401147064029644,0.5296216253744266,5.797331436932568,5.797331436932568,5.797331436932568,1,b2419263419f7302eaeba014d68988bcf9255ac02de4dbd7aebba8a6bb343ea6,0,1,0.014492753623188406,0.02040816326530612,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1682.640791987069,deepseek-v4-flash,345,72,417,1,True
150,34,68,69,0.8975,0.91625,2.9536983409178448,0.21399781778527954,0.43082775218387903,3.5985239108870033,3.598523910887003,3.5985239108870033,1,39b2eb04c86df3b8ffd19891ca7a3e9de19549a36de04c6ffb975248e2a16be8,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1481.5799170173705,deepseek-v4-flash,349,62,411,1,True
151,45,68,69,0.8975,0.9125,2.416666666666667,0.21399781778527954,0.33740378392116543,2.968068268373112,2.968068268373112,2.968068268373112,1,4e01c4082d80ee1dfdf843abf3b0f6b372bfb90f0dfbdb42308e4c705d0ee61b,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1146.307082963176,deepseek-v4-flash,354,62,416,1,True
152,7,68,69,0.9,0.9125,1.2222222222222223,0.21399781778527954,0.2849675434943988,1.7211875835019006,1.7211875835019006,1.7211875835019006,1,7373e842e34fb9fc26955658d7178c7a65faecf3d14cd25469ceb87e5fee43eb,0,1,0.014705882352941176,0.013888888888888888,High VRAM load may cause memory pressure; consider reducing batch size or resolution.,deepseek-chat,1512.180166959297,deepseek-v4-flash,349,76,425,1,True
153,9,68,69,0.9,0.9125,0.7777777777777778,0.21399781778527954,0.2849675434943988,1.2767431390574562,1.276743139057456,1.2767431390574562,1,94d999e8998461df70bd3af2f379a4f0f8417d437bbc9786c9b2e20f87e68d64,0,1,0.7777777777777778,0.2849675434943988,High VRAM load may cause OOM; consider reducing batch size or steps.,deepseek-chat,1255.4684579954483,deepseek-v4-flash,354,75,429,1,True
154,1,69,70,0.9125,0.9249999999999999,0.7777777777777778,0.21401147064029644,0.32701682011299615,1.3188060685310705,1.3188060685310703,1.3188060685310705,1,65a49e72931357f05eb0fba317129bc5c5e70268ea3e4e19cc5d825715c34146,0,1,0.7777777777777778,0.32701682011299615,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1248.8560420461,deepseek-v4-flash,354,73,427,1,True
155,81,69,70,0.9025,0.9249999999999999,2.1666666666666665,0.21401147064029644,0.5580846466494991,2.938762783956462,2.938762783956462,2.938762783956462,1,0aefd7fd3bdd8dbfccf4391abdf946c9be38ee85b90094a1fda03a590bc70247,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1793.612374982331,deepseek-v4-flash,346,62,408,1,True
156,92,68,69,0.89,0.9025,0.5555555555555556,0.21399781778527954,0.2552558150507849,1.02480918839162,1.02480918839162,1.02480918839162,1,248522e4a0ce9f6c233590e987d45e28208f2fe70a7e71b447cc0f5b6e4b5a06,0,1,0.5555555555555556,0.2552558150507849,High VRAM load may cause OOM; consider reducing batch size or resolution.,deepseek-chat,1362.2125000110827,deepseek-v4-flash,349,75,424,1,True
157,11,69,70,0.9025,0.9249999999999999,2.5,0.21401147064029644,0.5580846466494991,3.272096117289795,3.2720961172897955,3.272096117289795,1,3007aa312461217b9e219a9ceb8d76c8658974736dea81f89f5233bd34f97669,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1375.7247499888763,deepseek-v4-flash,341,63,404,1,True
158,57,68,69,0.89,0.9025,1.0555555555555556,0.21399781778527954,0.2552558150507849,1.52480918839162,1.52480918839162,1.52480918839162,1,d23ca60785b23ecf55a6ee2b7b3504ea6c85d8c3c569f0e6086d9650ca67cacf,0,1,0.014705882352941176,0.014044943820224719,High VRAM load may cause OOM; consider reducing steps or batch size.,deepseek-chat,1797.083833022043,deepseek-v4-flash,351,75,426,1,True
159,38,68,69,0.89,0.9025,0.5555555555555556,0.21399781778527954,0.2552558150507849,1.02480918839162,1.02480918839162,1.02480918839162,1,87cf76eac3dae61d4c2c479d0ef21e747dbb3f64171c8f3064ae84d62609087c,0,1,0.5555555555555556,0.2552558150507849,High VRAM load may cause OOM; consider reducing batch size or resolution.,deepseek-chat,1458.9720420190133,deepseek-v4-flash,349,75,424,1,True
160,41,69,70,0.9025,0.92125,4.1,0.21401147064029644,0.4552118384833428,4.769223309123639,4.769223309123639,4.769223309123639,1,f551d65316d2782535b2bb8cf5ea09bf2b2350463503d176d6565895c79198e7,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1273.890916025266,deepseek-v4-flash,342,62,404,1,True
161,85,69,70,0.9025,0.92125,3.9536983409178443,0.21401147064029644,0.4552118384833428,4.622921650041484,4.622921650041483,4.622921650041484,1,3a8ace0f2f6a22cfcb80d54bfab83d1ea8fc2003f67046c4db436998408e6630,0,1,0.014492753623188406,0.02077562326869806,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1516.016625042539,deepseek-v4-flash,346,72,418,1,True
162,83,68,69,0.89,0.9025,1.0,0.21399781778527954,0.2552558150507849,1.4692536328360644,1.4692536328360644,1.4692536328360644,1,47d743b71acc06ac9d207f01e2f718d486fca62fabbab299dc0249947c50bd66,0,1,0.0,0.0,High VRAM load may cause OOM,deepseek-chat,1164.9582920363173,deepseek-v4-flash,344,59,403,1,True
163,94,69,70,0.9025,0.92125,3.8536983409178447,0.21401147064029644,0.4552118384833428,4.522921650041484,4.522921650041484,4.522921650041484,1,063f8d93da1db1183646a0ba0aa6ebc581fd696ea90fc134540dd436391e2420,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1214.4891250063665,deepseek-v4-flash,347,62,409,1,True
164,22,68,69,0.89,0.9025,1.3333333333333333,0.21399781778527954,0.2552558150507849,1.8025869661693976,1.8025869661693976,1.8025869661693976,1,7bea187e00bdf28825fa46a0c7ab00f65fff1ecda88cef7f7e6e3c97db192f5d,0,1,0.0,0.0,High VRAM load may cause OOM; consider reducing batch size or resolution.,deepseek-chat,1482.019292016048,deepseek-v4-flash,346,66,412,1,True
165,1,68,69,0.89,0.9025,0.7777777777777778,0.21399781778527954,0.2552558150507849,1.2470314106138423,1.2470314106138423,1.2470314106138423,1,d82d9ce0dd3a172fc4b935547486270dcbbe8882fd3cebf9f96efe593e19825b,0,1,0.7777777777777778,0.2552558150507849,High VRAM load may cause OOM or thrashing,deepseek-chat,1100.4432500340044,deepseek-v4-flash,354,72,426,1,True
166,64,68,69,0.89,0.9025,1.2222222222222223,0.21399781778527954,0.2552558150507849,1.6914758550582867,1.6914758550582867,1.6914758550582867,1,b9a5d1d93557c21cbf8406a69e4adb441e8b62c9f40f4a00ff6e32aad41ae661,0,1,0.014705882352941176,0.014044943820224719,High VRAM load may cause OOM; consider reducing steps or batch size.,deepseek-chat,1812.312458991073,deepseek-v4-flash,349,76,425,1,True
167,79,68,69,0.89,0.9025,1.1666666666666667,0.21399781778527954,0.2552558150507849,1.635920299502731,1.635920299502731,1.635920299502731,1,266d93cb5752d098c7c0b4f9673c2198c99dc92ff0de016d8fa0bf7e129a71d2,0,1,0.014705882352941176,0.014044943820224719,High VRAM load may cause OOM; consider reducing steps or batch size.,deepseek-chat,1498.9111659815535,deepseek-v4-flash,345,75,420,1,True
168,32,69,70,0.9025,0.92125,3.6,0.21401147064029644,0.4552118384833428,4.269223309123639,4.269223309123639,4.269223309123639,1,b30bcfa2807cbe4c41897a0506f7f3244c93760ba7e62be27aad7889aa742495,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1370.6319999764673,deepseek-v4-flash,342,62,404,1,True
169,83,68,69,0.89,0.9025,1.0,0.21399781778527954,0.2552558150507849,1.4692536328360644,1.4692536328360644,1.4692536328360644,1,47d743b71acc06ac9d207f01e2f718d486fca62fabbab299dc0249947c50bd66,1,1,0.0,0.0,High VRAM load may cause OOM,deepseek-chat,1164.9582920363173,deepseek-v4-flash,344,59,403,1,True
170,4,68,69,0.89,0.9025,1.2666666666666666,0.21399781778527954,0.2552558150507849,1.735920299502731,1.735920299502731,1.735920299502731,1,c53e89fdb0f728c3cdd05f26ffec761953f2b985bd2f53f61c5332906a3f381a,0,1,0.014705882352941176,0.014044943820224719,High VRAM load may cause OOM; consider reducing batch size or resolution.,deepseek-chat,1593.9263749751262,deepseek-v4-flash,353,75,428,1,True
171,12,68,69,0.8875,0.9025,4.0,0.21399781778527954,0.3022248667687619,4.516222684554041,4.516222684554041,4.516222684554041,1,271e759a667a9d87f350e8aa8d7dac11dfa4c999e50203226afe953687e066f2,0,1,0.0,0.0,none,deepseek-chat,1158.9540839777328,deepseek-v4-flash,345,51,396,1,True
172,56,69,70,0.9025,0.92125,2.6536983409178445,0.21401147064029644,0.4552118384833428,3.3229216500414838,3.3229216500414838,3.3229216500414838,1,fb047624c89c1207791b575a2fe34b021a4a746b70fcb741f8390f510e55b0dc,0,1,0.014492753623188406,0.02077562326869806,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1557.403708982747,deepseek-v4-flash,349,73,422,1,True
173,74,68,69,0.89,0.9025,0.5555555555555556,0.21399781778527954,0.2552558150507849,1.02480918839162,1.02480918839162,1.02480918839162,1,2a05c40d3683f7b969a632ac4faf88602050355a71b549d5614361f44c80c40a,0,1,0.5555555555555556,0.2552558150507849,High VRAM load may cause OOM; consider reducing batch size or resolution.,deepseek-chat,1700.897749979049,deepseek-v4-flash,346,75,421,1,True
174,97,68,69,0.88625,0.9025,3.170365007584511,0.21399781778527954,0.3252289700437976,3.709591795413588,3.709591795413588,3.709591795413588,1,596a85f0fe28af64d8857e2b87102cd9b984d5d743ac2f96707dccc2a1989c14,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1417.9503750056028,deepseek-v4-flash,346,62,408,1,True
175,0,67,68,0.87375,0.88625,1.3888888888888888,0.21398416667211842,0.2134364281427119,1.8163094837037193,1.816309483703719,1.8163094837037193,1,61e39438b86da2774f260dac4e237b20641197948a8d5c0b351575e5167c8b3f,0,1,0.0,0.0,High congestion may cause delay,deepseek-chat,1510.3078330284916,deepseek-v4-flash,347,55,402,1,True
176,27,67,68,0.87125,0.88625,3.25,0.21398416667211842,0.2527103879933059,3.716694554665424,3.716694554665424,3.716694554665424,1,787faee8bd07a0f5294f35b81c4824e01897ccf2278b0cd8a00c811b4929ae6a,0,1,0.0,0.0,TXT_2_IMG task with 40 steps and 34 chars prompt may cause high latency; consider offloading.,deepseek-chat,1362.4896659748629,deepseek-v4-flash,342,74,416,1,True
177,72,67,68,0.87375,0.88625,0.5555555555555556,0.21398416667211842,0.2134364281427119,0.9829761503703859,0.9829761503703859,0.9829761503703859,1,13fe109031c49c9facd671b4c9cc685bc4dccb4fc23b547ef4f632ef280dc9f1,0,1,0.5555555555555556,0.2134364281427119,High congestion and VRAM load; consider offloading to edge.,deepseek-chat,1353.9452090044506,deepseek-v4-flash,347,73,420,1,True
178,51,68,69,0.88625,0.8987499999999999,1.4444444444444444,0.21399781778527954,0.24493070744696066,1.9033729696766846,1.9033729696766846,1.9033729696766846,1,0054ef7422e80b3bf9970667bab235da8f12e2be633d532962647fc269863e62,0,1,0.014705882352941176,0.014102564102564103,High congestion; offloading may increase latency.,deepseek-chat,1640.121124975849,deepseek-v4-flash,350,69,419,1,True
179,40,69,70,0.8987499999999999,0.9175,2.7,0.21401147064029644,0.4367985019881875,3.350809972628484,3.350809972628484,3.350809972628484,1,0f30d2e9ea74e25b2d31f8228d27298137d15e49ddcf59b8999482e611259780,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1632.7284159488045,deepseek-v4-flash,341,62,403,1,True
180,40,69,70,0.8987499999999999,0.9175,2.7,0.21401147064029644,0.4367985019881875,3.350809972628484,3.350809972628484,3.350809972628484,1,0f30d2e9ea74e25b2d31f8228d27298137d15e49ddcf59b8999482e611259780,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1632.7284159488045,deepseek-v4-flash,341,62,403,1,True
181,6,68,69,0.885,0.89875,1.987031674251178,0.21399781778527954,0.2676203596776323,2.4686498517140896,2.46864985171409,2.4686498517140896,1,77d1c58b4ef12ae534257376f27338711556f8fdadea7582f365c0d58517ecde,0,1,0.0,0.0,,deepseek-chat,1553.654582996387,deepseek-v4-flash,348,49,397,1,True
182,69,69,70,0.8987499999999999,0.9175,2.6536983409178445,0.21401147064029644,0.4367985019881875,3.3045083135463282,3.304508313546328,3.3045083135463282,1,8554d1cb749b92b00d93ed5d388716bfafae1919a4ae356e05bd5c3c43c49e76,0,1,0.0144927536231884,0.020862,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1476.8245000159368,deepseek-v4-flash,346,68,414,1,True
183,42,69,70,0.8987499999999999,0.9112499999999999,0.4444444444444444,0.21401147064029644,0.2810722235772998,0.9395281386620407,0.9395281386620405,0.9395281386620407,1,be58c01be9597d12f1e7b14c3c9e35b4a8eb0d020d9bd7dfa91784fe9156fae8,0,1,0.4444444444444444,0.2810722235772998,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1466.5198340080678,deepseek-v4-flash,350,73,423,1,True
184,46,68,69,0.88625,0.8987499999999999,1.0555555555555556,0.21399781778527954,0.24493070744696066,1.5144840807877957,1.5144840807877957,1.5144840807877957,1,b90d5595a42f225ce91388a9cba953d6135ad7c173ed980f79621a16dd4580e8,0,1,0.014705882352941176,0.01411764705882353,High congestion; offloading may increase latency.,deepseek-chat,1583.1674579530954,deepseek-v4-flash,355,69,424,1,True
185,57,68,69,0.88625,0.8987499999999999,1.0555555555555556,0.21399781778527954,0.24493070744696066,1.5144840807877957,1.5144840807877957,1.5144840807877957,1,d03030859316dd66f1a4b5b3a0b5b0789a0786a7ef923d4dd67f9c3ae8a89c3f,0,1,0.014705882352941176,0.0141176470588235,TXT_2_IMG task with 30 steps and 92 chars prompt may cause high compute load; consider reducing steps or prompt length.,deepseek-chat,1829.857709002681,deepseek-v4-flash,352,89,441,1,True
186,98,69,70,0.8987499999999999,0.9175,3.6,0.21401147064029644,0.4367985019881875,4.250809972628484,4.250809972628484,4.250809972628484,1,afcd791b92f5070bacab219f296def9ffc3d845d21ead9a56d2610c27a6b061b,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1437.2396250255406,deepseek-v4-flash,345,62,407,1,True
187,38,68,69,0.88625,0.8987499999999999,0.5555555555555556,0.21399781778527954,0.24493070744696066,1.0144840807877957,1.0144840807877957,1.0144840807877957,1,c2815eced5a6b99a138cc0e57794eb1a118ed1184f26c097cadc74a25610524b,0,1,0.5555555555555556,0.24493070744696066,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1678.5242920159362,deepseek-v4-flash,350,73,423,1,True
188,0,68,69,0.88625,0.8987499999999999,1.3888888888888888,0.21399781778527954,0.24493070744696066,1.847817414121129,1.847817414121129,1.847817414121129,1,f027c83e0e4696b150fe4baeace618edaaaadbfc3b0ba684b7f9f93ef5e89030,0,1,0.0,0.0,,deepseek-chat,1037.999292020686,deepseek-v4-flash,347,49,396,1,True
189,46,68,69,0.88625,0.8987499999999999,1.0555555555555556,0.21399781778527954,0.24493070744696066,1.5144840807877957,1.5144840807877957,1.5144840807877957,1,b90d5595a42f225ce91388a9cba953d6135ad7c173ed980f79621a16dd4580e8,1,1,0.014705882352941176,0.01411764705882353,High congestion; offloading may increase latency.,deepseek-chat,1583.1674579530954,deepseek-v4-flash,355,69,424,1,True
190,81,69,70,0.8987499999999999,0.9212499999999999,2.1666666666666665,0.21401147064029644,0.535510101080177,2.91618823838714,2.91618823838714,2.91618823838714,1,cc48bc0f92338e6bf0835033ba4e58cdb032eba59c02ec61004724170a6faad5,0,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1149.408457975369,deepseek-v4-flash,346,62,408,1,True
191,14,68,69,0.88625,0.8987499999999999,0.9444444444444444,0.21399781778527954,0.24493070744696066,1.4033729696766846,1.4033729696766846,1.4033729696766846,1,f9a6470f683d8ec5e113e3a9141bd6478723143952f24889526a5e25fe128851,0,1,0.9444444444444444,0.24493070744696066,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1790.136415977031,deepseek-v4-flash,347,73,420,1,True
192,98,69,70,0.8987499999999999,0.9175,3.6,0.21401147064029644,0.4367985019881875,4.250809972628484,4.250809972628484,4.250809972628484,1,afcd791b92f5070bacab219f296def9ffc3d845d21ead9a56d2610c27a6b061b,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1437.2396250255406,deepseek-v4-flash,345,62,407,1,True
193,40,69,70,0.8987499999999999,0.9175,2.7,0.21401147064029644,0.4367985019881875,3.350809972628484,3.350809972628484,3.350809972628484,1,0f30d2e9ea74e25b2d31f8228d27298137d15e49ddcf59b8999482e611259780,1,1,0.0,0.0,High congestion and VRAM load; offloading may increase latency.,deepseek-chat,1632.7284159488045,deepseek-v4-flash,341,62,403,1,True
